region_code,region,location_code,location,period,gender,gender_code,life_expect_birth
AMR,Americas,BOL,Bolivia (Plurinational State of),2000,Female,FMLE,67.25
EMR,Eastern Mediterranean,OMN,Oman,2000,Male,MLE,67.26
EMR,Eastern Mediterranean,EGY,Egypt,2000,Male,MLE,67.29
WPR,Western Pacific,VNM,Viet Nam,2000,Male,MLE,67.33
SEAR,South-East Asia,BGD,Bangladesh,2000,Female,FMLE,67.36
EUR,Europe,TKM,Turkmenistan,2000,Female,FMLE,67.43
SEAR,South-East Asia,THA,Thailand,2000,Male,MLE,67.52
EUR,Europe,UKR,Ukraine,2000,Both sexes,BTSX,67.53
AMR,Americas,BHS,Bahamas,2000,Male,MLE,67.64
AFR,Africa,MUS,Mauritius,2000,Male,MLE,67.74
EUR,Europe,TJK,Tajikistan,2000,Female,FMLE,67.77
AFR,Africa,SYC,Seychelles,2000,Male,MLE,67.81
AMR,Americas,BRA,Brazil,2000,Male,MLE,67.9
SEAR,South-East Asia,LKA,Sri Lanka,2000,Male,MLE,67.92
EUR,Europe,ROU,Romania,2000,Male,MLE,67.98
WPR,Western Pacific,TON,Tonga,2000,Male,MLE,68.04
EMR,Eastern Mediterranean,MAR,Morocco,2000,Male,MLE,68.06
EUR,Europe,UZB,Uzbekistan,2000,Female,FMLE,68.23
AMR,Americas,SLV,El Salvador,2000,Male,MLE,68.39
EUR,Europe,BGR,Bulgaria,2000,Male,MLE,68.4
WPR,Western Pacific,FJI,Fiji,2000,Female,FMLE,68.43
EUR,Europe,AZE,Azerbaijan,2000,Female,FMLE,68.5
AMR,Americas,VCT,Saint Vincent and the Grenadines,2000,Male,MLE,68.51
WPR,Western Pacific,WSM,Samoa,2000,Both sexes,BTSX,68.51
SEAR,South-East Asia,IDN,Indonesia,2000,Female,FMLE,68.55
EUR,Europe,ARM,Armenia,2000,Male,MLE,68.59
AMR,Americas,GRD,Grenada,2000,Male,MLE,68.6
EUR,Europe,SRB,Serbia,2000,Male,MLE,68.66
EMR,Eastern Mediterranean,IRQ,Iraq,2000,Both sexes,BTSX,68.77
EUR,Europe,BLR,Belarus,2000,Both sexes,BTSX,68.85
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2000,Male,MLE,68.86
WPR,Western Pacific,PHL,Philippines,2000,Both sexes,BTSX,69.03
EMR,Eastern Mediterranean,OMN,Oman,2000,Both sexes,BTSX,69.07
AMR,Americas,HND,Honduras,2000,Male,MLE,69.1
EUR,Europe,KAZ,Kazakhstan,2000,Female,FMLE,69.15
EUR,Europe,SVK,Slovakia,2000,Male,MLE,69.16
WPR,Western Pacific,CHN,China,2000,Male,MLE,69.34
EMR,Eastern Mediterranean,MAR,Morocco,2000,Both sexes,BTSX,69.35
EUR,Europe,GEO,Georgia,2000,Both sexes,BTSX,69.41
EUR,Europe,POL,Poland,2000,Male,MLE,69.51
EMR,Eastern Mediterranean,BHR,Bahrain,2000,Male,MLE,69.55
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2000,Male,MLE,69.59
AMR,Americas,TTO,Trinidad and Tobago,2000,Both sexes,BTSX,69.7
AMR,Americas,COL,Colombia,2000,Male,MLE,69.71
EMR,Eastern Mediterranean,EGY,Egypt,2000,Both sexes,BTSX,69.82
AMR,Americas,SUR,Suriname,2000,Both sexes,BTSX,69.94
AMR,Americas,HND,Honduras,2000,Both sexes,BTSX,70.04
EUR,Europe,KGZ,Kyrgyzstan,2000,Female,FMLE,70.18
EUR,Europe,LVA,Latvia,2000,Both sexes,BTSX,70.18
AMR,Americas,DOM,Dominican Republic,2000,Male,MLE,70.22
AMR,Americas,GTM,Guatemala,2000,Female,FMLE,70.27
AMR,Americas,LCA,Saint Lucia,2000,Male,MLE,70.31
AMR,Americas,ARG,Argentina,2000,Male,MLE,70.34
AMR,Americas,BLZ,Belize,2000,Both sexes,BTSX,70.34
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2000,Male,MLE,70.35
SEAR,South-East Asia,MDV,Maldives,2000,Male,MLE,70.42
EMR,Eastern Mediterranean,BHR,Bahrain,2000,Both sexes,BTSX,70.47
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2000,Male,MLE,70.51
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2000,Both sexes,BTSX,70.52
EUR,Europe,MDA,Republic of Moldova,2000,Female,FMLE,70.53
WPR,Western Pacific,MYS,Malaysia,2000,Male,MLE,70.55
EMR,Eastern Mediterranean,MAR,Morocco,2000,Female,FMLE,70.59
AMR,Americas,VCT,Saint Vincent and the Grenadines,2000,Both sexes,BTSX,70.61
EUR,Europe,ALB,Albania,2000,Male,MLE,70.65
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2000,Male,MLE,70.73
EUR,Europe,HRV,Croatia,2000,Male,MLE,70.74
AMR,Americas,NIC,Nicaragua,2000,Male,MLE,70.77
WPR,Western Pacific,WSM,Samoa,2000,Female,FMLE,70.78
AMR,Americas,URY,Uruguay,2000,Male,MLE,70.82
WPR,Western Pacific,BRN,Brunei Darussalam,2000,Male,MLE,70.86
EUR,Europe,MNE,Montenegro,2000,Male,MLE,70.88
WPR,Western Pacific,TON,Tonga,2000,Both sexes,BTSX,70.92
AFR,Africa,DZA,Algeria,2000,Male,MLE,70.94
AMR,Americas,BHS,Bahamas,2000,Both sexes,BTSX,70.94
EUR,Europe,EST,Estonia,2000,Both sexes,BTSX,70.94
SEAR,South-East Asia,MDV,Maldives,2000,Both sexes,BTSX,70.96
AFR,Africa,CPV,Cabo Verde,2000,Both sexes,BTSX,70.97
AMR,Americas,HND,Honduras,2000,Female,FMLE,71.02
EMR,Eastern Mediterranean,QAT,Qatar,2000,Male,MLE,71.11
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2000,Both sexes,BTSX,71.11
AFR,Africa,MUS,Mauritius,2000,Both sexes,BTSX,71.17
EMR,Eastern Mediterranean,IRQ,Iraq,2000,Female,FMLE,71.25
SEAR,South-East Asia,THA,Thailand,2000,Both sexes,BTSX,71.25
EMR,Eastern Mediterranean,QAT,Qatar,2000,Both sexes,BTSX,71.29
EUR,Europe,HUN,Hungary,2000,Both sexes,BTSX,71.34
EUR,Europe,ROU,Romania,2000,Both sexes,BTSX,71.39
EUR,Europe,SRB,Serbia,2000,Both sexes,BTSX,71.43
WPR,Western Pacific,VNM,Viet Nam,2000,Both sexes,BTSX,71.45
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2000,Both sexes,BTSX,71.46
AMR,Americas,BRA,Brazil,2000,Both sexes,BTSX,71.47
SEAR,South-East Asia,MDV,Maldives,2000,Female,FMLE,71.48
EUR,Europe,CZE,Czechia,2000,Male,MLE,71.53
EMR,Eastern Mediterranean,OMN,Oman,2000,Female,FMLE,71.53
WPR,Western Pacific,CHN,China,2000,Both sexes,BTSX,71.58
EUR,Europe,BGR,Bulgaria,2000,Both sexes,BTSX,71.61
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2000,Female,FMLE,71.62
AMR,Americas,MEX,Mexico,2000,Male,MLE,71.68
EMR,Eastern Mediterranean,QAT,Qatar,2000,Female,FMLE,71.74
EMR,Eastern Mediterranean,BHR,Bahrain,2000,Female,FMLE,71.77
AFR,Africa,SYC,Seychelles,2000,Both sexes,BTSX,71.87
EUR,Europe,ARM,Armenia,2000,Both sexes,BTSX,71.88
SEAR,South-East Asia,LKA,Sri Lanka,2000,Both sexes,BTSX,71.89
AMR,Americas,ECU,Ecuador,2000,Male,MLE,71.91
EMR,Eastern Mediterranean,TUN,Tunisia,2000,Male,MLE,71.94
EUR,Europe,TUR,Türkiye,2000,Male,MLE,71.94
AMR,Americas,GRD,Grenada,2000,Both sexes,BTSX,71.97
AMR,Americas,ATG,Antigua and Barbuda,2000,Male,MLE,72
EUR,Europe,LTU,Lithuania,2000,Both sexes,BTSX,72.04
AMR,Americas,JAM,Jamaica,2000,Male,MLE,72.05
AMR,Americas,BRB,Barbados,2000,Male,MLE,72.13
EUR,Europe,SVN,Slovenia,2000,Male,MLE,72.18
WPR,Western Pacific,BRN,Brunei Darussalam,2000,Both sexes,BTSX,72.2
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2000,Male,MLE,72.2
AFR,Africa,DZA,Algeria,2000,Both sexes,BTSX,72.21
EUR,Europe,RUS,Russian Federation,2000,Female,FMLE,72.25
EMR,Eastern Mediterranean,EGY,Egypt,2000,Female,FMLE,72.42
EMR,Eastern Mediterranean,JOR,Jordan,2000,Female,FMLE,72.48
WPR,Western Pacific,KOR,Republic of Korea,2000,Male,MLE,72.49
AMR,Americas,SLV,El Salvador,2000,Both sexes,BTSX,72.5
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2000,Both sexes,BTSX,72.56
AMR,Americas,PRY,Paraguay,2000,Male,MLE,72.57
AMR,Americas,TTO,Trinidad and Tobago,2000,Female,FMLE,72.58
EUR,Europe,BIH,Bosnia and Herzegovina,2000,Male,MLE,72.6
EMR,Eastern Mediterranean,JOR,Jordan,2000,Both sexes,BTSX,72.65
EMR,Eastern Mediterranean,LBY,Libya,2000,Male,MLE,72.7
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2000,Female,FMLE,72.71
WPR,Western Pacific,MYS,Malaysia,2000,Both sexes,BTSX,72.8
AMR,Americas,VCT,Saint Vincent and the Grenadines,2000,Female,FMLE,72.81
AMR,Americas,PER,Peru,2000,Male,MLE,72.86
WPR,Western Pacific,PHL,Philippines,2000,Female,FMLE,72.87
AMR,Americas,SUR,Suriname,2000,Female,FMLE,72.98
EMR,Eastern Mediterranean,LBN,Lebanon,2000,Male,MLE,73.03
EMR,Eastern Mediterranean,JOR,Jordan,2000,Male,MLE,73.06
EUR,Europe,PRT,Portugal,2000,Male,MLE,73.07
EUR,Europe,GEO,Georgia,2000,Female,FMLE,73.14
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2000,Both sexes,BTSX,73.18
AMR,Americas,LCA,Saint Lucia,2000,Both sexes,BTSX,73.21
AMR,Americas,DOM,Dominican Republic,2000,Both sexes,BTSX,73.22
EUR,Europe,UKR,Ukraine,2000,Female,FMLE,73.24
AMR,Americas,NIC,Nicaragua,2000,Both sexes,BTSX,73.26
EUR,Europe,SVK,Slovakia,2000,Both sexes,BTSX,73.3
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2000,Female,FMLE,73.48
AFR,Africa,DZA,Algeria,2000,Female,FMLE,73.54
EUR,Europe,ALB,Albania,2000,Both sexes,BTSX,73.55
EUR,Europe,MNE,Montenegro,2000,Both sexes,BTSX,73.56
AMR,Americas,CHL,Chile,2000,Male,MLE,73.64
WPR,Western Pacific,BRN,Brunei Darussalam,2000,Female,FMLE,73.68
EUR,Europe,POL,Poland,2000,Both sexes,BTSX,73.7
AMR,Americas,COL,Colombia,2000,Both sexes,BTSX,73.75
EUR,Europe,IRL,Ireland,2000,Male,MLE,73.84
AMR,Americas,BLZ,Belize,2000,Female,FMLE,74.02
AMR,Americas,ARG,Argentina,2000,Both sexes,BTSX,74.09
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2000,Both sexes,BTSX,74.09
EMR,Eastern Mediterranean,TUN,Tunisia,2000,Both sexes,BTSX,74.12
AMR,Americas,USA,United States of America,2000,Male,MLE,74.12
EUR,Europe,FIN,Finland,2000,Male,MLE,74.13
WPR,Western Pacific,CHN,China,2000,Female,FMLE,74.15
AMR,Americas,BHS,Bahamas,2000,Female,FMLE,74.19
WPR,Western Pacific,TON,Tonga,2000,Female,FMLE,74.2
AMR,Americas,JAM,Jamaica,2000,Both sexes,BTSX,74.22
EUR,Europe,SRB,Serbia,2000,Female,FMLE,74.28
EUR,Europe,HRV,Croatia,2000,Both sexes,BTSX,74.36
EMR,Eastern Mediterranean,LBY,Libya,2000,Both sexes,BTSX,74.4
AMR,Americas,MEX,Mexico,2000,Both sexes,BTSX,74.41
EUR,Europe,TUR,Türkiye,2000,Both sexes,BTSX,74.41
AMR,Americas,PER,Peru,2000,Both sexes,BTSX,74.42
AMR,Americas,BRB,Barbados,2000,Both sexes,BTSX,74.5
AMR,Americas,ECU,Ecuador,2000,Both sexes,BTSX,74.53
EUR,Europe,BEL,Belgium,2000,Male,MLE,74.54
AMR,Americas,ATG,Antigua and Barbuda,2000,Both sexes,BTSX,74.56
AMR,Americas,CUB,Cuba,2000,Male,MLE,74.59
AMR,Americas,PAN,Panama,2000,Male,MLE,74.6
EUR,Europe,BLR,Belarus,2000,Female,FMLE,74.61
AFR,Africa,CPV,Cabo Verde,2000,Female,FMLE,74.61
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2000,Female,FMLE,74.61
EMR,Eastern Mediterranean,LBN,Lebanon,2000,Both sexes,BTSX,74.61
EUR,Europe,DNK,Denmark,2000,Male,MLE,74.66
AFR,Africa,MUS,Mauritius,2000,Female,FMLE,74.8
AMR,Americas,PRY,Paraguay,2000,Both sexes,BTSX,74.8
AMR,Americas,URY,Uruguay,2000,Both sexes,BTSX,74.82
EUR,Europe,ARM,Armenia,2000,Female,FMLE,74.91
EUR,Europe,ROU,Romania,2000,Female,FMLE,74.92
EUR,Europe,CZE,Czechia,2000,Both sexes,BTSX,74.95
EUR,Europe,BGR,Bulgaria,2000,Female,FMLE,74.97
EUR,Europe,DEU,Germany,2000,Male,MLE,75.04
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2000,Female,FMLE,75.06
EUR,Europe,AUT,Austria,2000,Male,MLE,75.09
EUR,Europe,LUX,Luxembourg,2000,Male,MLE,75.15
AMR,Americas,BRA,Brazil,2000,Female,FMLE,75.18
SEAR,South-East Asia,THA,Thailand,2000,Female,FMLE,75.2
EUR,Europe,FRA,France,2000,Male,MLE,75.24
WPR,Western Pacific,MYS,Malaysia,2000,Female,FMLE,75.31
EUR,Europe,BIH,Bosnia and Herzegovina,2000,Both sexes,BTSX,75.42
AMR,Americas,CRI,Costa Rica,2000,Male,MLE,75.47
EUR,Europe,NLD,Netherlands,2000,Male,MLE,75.49
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,MLE,75.49
EUR,Europe,GRC,Greece,2000,Male,MLE,75.51
EUR,Europe,MLT,Malta,2000,Male,MLE,75.53
EUR,Europe,LVA,Latvia,2000,Female,FMLE,75.56
WPR,Western Pacific,VNM,Viet Nam,2000,Female,FMLE,75.61
EUR,Europe,HUN,Hungary,2000,Female,FMLE,75.63
AMR,Americas,NIC,Nicaragua,2000,Female,FMLE,75.67
EUR,Europe,ESP,Spain,2000,Male,MLE,75.69
EUR,Europe,NOR,Norway,2000,Male,MLE,75.86
AMR,Americas,PER,Peru,2000,Female,FMLE,75.94
AMR,Americas,GRD,Grenada,2000,Female,FMLE,75.95
WPR,Western Pacific,NZL,New Zealand,2000,Male,MLE,76
EUR,Europe,SVN,Slovenia,2000,Both sexes,BTSX,76.05
EMR,Eastern Mediterranean,LBN,Lebanon,2000,Female,FMLE,76.14
EUR,Europe,EST,Estonia,2000,Female,FMLE,76.17
WPR,Western Pacific,SGP,Singapore,2000,Male,MLE,76.2
WPR,Western Pacific,KOR,Republic of Korea,2000,Both sexes,BTSX,76.21
EUR,Europe,MNE,Montenegro,2000,Female,FMLE,76.27
EMR,Eastern Mediterranean,LBY,Libya,2000,Female,FMLE,76.28
AFR,Africa,SYC,Seychelles,2000,Female,FMLE,76.28
SEAR,South-East Asia,LKA,Sri Lanka,2000,Female,FMLE,76.3
AMR,Americas,LCA,Saint Lucia,2000,Female,FMLE,76.32
EUR,Europe,ISR,Israel,2000,Male,MLE,76.36
EMR,Eastern Mediterranean,KWT,Kuwait,2000,Male,MLE,76.36
EUR,Europe,IRL,Ireland,2000,Both sexes,BTSX,76.41
EUR,Europe,ITA,Italy,2000,Male,MLE,76.41
AMR,Americas,SLV,El Salvador,2000,Female,FMLE,76.48
EMR,Eastern Mediterranean,TUN,Tunisia,2000,Female,FMLE,76.49
AMR,Americas,JAM,Jamaica,2000,Female,FMLE,76.5
EUR,Europe,CYP,Cyprus,2000,Male,MLE,76.53
AMR,Americas,CAN,Canada,2000,Male,MLE,76.54
EUR,Europe,PRT,Portugal,2000,Both sexes,BTSX,76.58
AMR,Americas,DOM,Dominican Republic,2000,Female,FMLE,76.66
AMR,Americas,USA,United States of America,2000,Both sexes,BTSX,76.69
AMR,Americas,BRB,Barbados,2000,Female,FMLE,76.72
AMR,Americas,CUB,Cuba,2000,Both sexes,BTSX,76.76
AMR,Americas,CHL,Chile,2000,Both sexes,BTSX,76.77
EUR,Europe,TUR,Türkiye,2000,Female,FMLE,76.85
EUR,Europe,CHE,Switzerland,2000,Male,MLE,76.89
EUR,Europe,ALB,Albania,2000,Female,FMLE,76.92
EUR,Europe,DNK,Denmark,2000,Both sexes,BTSX,76.93
AMR,Americas,ATG,Antigua and Barbuda,2000,Female,FMLE,76.95
AMR,Americas,MEX,Mexico,2000,Female,FMLE,77.12
WPR,Western Pacific,AUS,Australia,2000,Male,MLE,77.13
AMR,Americas,PRY,Paraguay,2000,Female,FMLE,77.14
EUR,Europe,LTU,Lithuania,2000,Female,FMLE,77.23
AMR,Americas,PAN,Panama,2000,Both sexes,BTSX,77.23
AMR,Americas,ECU,Ecuador,2000,Female,FMLE,77.27
EUR,Europe,SWE,Sweden,2000,Male,MLE,77.28
EUR,Europe,SVK,Slovakia,2000,Female,FMLE,77.43
EUR,Europe,FIN,Finland,2000,Both sexes,BTSX,77.6
EUR,Europe,BEL,Belgium,2000,Both sexes,BTSX,77.66
WPR,Western Pacific,JPN,Japan,2000,Male,MLE,77.69
EUR,Europe,ISL,Iceland,2000,Male,MLE,77.74
AMR,Americas,ARG,Argentina,2000,Female,FMLE,77.83
AMR,Americas,COL,Colombia,2000,Female,FMLE,77.85
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Both sexes,BTSX,77.85
EMR,Eastern Mediterranean,KWT,Kuwait,2000,Both sexes,BTSX,77.86
EUR,Europe,MLT,Malta,2000,Both sexes,BTSX,77.87
EUR,Europe,HRV,Croatia,2000,Female,FMLE,77.88
EUR,Europe,POL,Poland,2000,Female,FMLE,77.88
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2000,Female,FMLE,77.88
AMR,Americas,CRI,Costa Rica,2000,Both sexes,BTSX,78
EUR,Europe,NLD,Netherlands,2000,Both sexes,BTSX,78.01
EUR,Europe,BIH,Bosnia and Herzegovina,2000,Female,FMLE,78.03
EUR,Europe,DEU,Germany,2000,Both sexes,BTSX,78.09
EUR,Europe,AUT,Austria,2000,Both sexes,BTSX,78.17
EUR,Europe,GRC,Greece,2000,Both sexes,BTSX,78.17
EUR,Europe,LUX,Luxembourg,2000,Both sexes,BTSX,78.24
EUR,Europe,CZE,Czechia,2000,Female,FMLE,78.29
WPR,Western Pacific,SGP,Singapore,2000,Both sexes,BTSX,78.44
EUR,Europe,NOR,Norway,2000,Both sexes,BTSX,78.53
EUR,Europe,ISR,Israel,2000,Both sexes,BTSX,78.57
WPR,Western Pacific,NZL,New Zealand,2000,Both sexes,BTSX,78.57
EUR,Europe,CYP,Cyprus,2000,Both sexes,BTSX,78.75
AMR,Americas,URY,Uruguay,2000,Female,FMLE,78.8
EUR,Europe,FRA,France,2000,Both sexes,BTSX,78.91
EUR,Europe,IRL,Ireland,2000,Female,FMLE,79.02
AMR,Americas,CUB,Cuba,2000,Female,FMLE,79.04
EUR,Europe,ESP,Spain,2000,Both sexes,BTSX,79.08
AMR,Americas,CAN,Canada,2000,Both sexes,BTSX,79.1
EUR,Europe,DNK,Denmark,2000,Female,FMLE,79.13
AMR,Americas,USA,United States of America,2000,Female,FMLE,79.17
EUR,Europe,ITA,Italy,2000,Both sexes,BTSX,79.36
EUR,Europe,SWE,Sweden,2000,Both sexes,BTSX,79.57
WPR,Western Pacific,AUS,Australia,2000,Both sexes,BTSX,79.69
EUR,Europe,ISL,Iceland,2000,Both sexes,BTSX,79.7
EUR,Europe,CHE,Switzerland,2000,Both sexes,BTSX,79.72
EUR,Europe,SVN,Slovenia,2000,Female,FMLE,79.74
WPR,Western Pacific,KOR,Republic of Korea,2000,Female,FMLE,79.76
AMR,Americas,CHL,Chile,2000,Female,FMLE,79.77
EUR,Europe,PRT,Portugal,2000,Female,FMLE,80.07
AMR,Americas,PAN,Panama,2000,Female,FMLE,80.08
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,FMLE,80.09
EMR,Eastern Mediterranean,KWT,Kuwait,2000,Female,FMLE,80.1
EUR,Europe,MLT,Malta,2000,Female,FMLE,80.1
EUR,Europe,NLD,Netherlands,2000,Female,FMLE,80.39
AMR,Americas,CRI,Costa Rica,2000,Female,FMLE,80.63
EUR,Europe,ISR,Israel,2000,Female,FMLE,80.66
WPR,Western Pacific,SGP,Singapore,2000,Female,FMLE,80.71
EUR,Europe,BEL,Belgium,2000,Female,FMLE,80.74
EUR,Europe,GRC,Greece,2000,Female,FMLE,80.89
EUR,Europe,FIN,Finland,2000,Female,FMLE,80.91
EUR,Europe,DEU,Germany,2000,Female,FMLE,80.92
EUR,Europe,AUT,Austria,2000,Female,FMLE,80.98
EUR,Europe,CYP,Cyprus,2000,Female,FMLE,80.99
WPR,Western Pacific,NZL,New Zealand,2000,Female,FMLE,81.06
EUR,Europe,LUX,Luxembourg,2000,Female,FMLE,81.11
WPR,Western Pacific,JPN,Japan,2000,Both sexes,BTSX,81.12
EUR,Europe,NOR,Norway,2000,Female,FMLE,81.15
AMR,Americas,CAN,Canada,2000,Female,FMLE,81.55
EUR,Europe,ISL,Iceland,2000,Female,FMLE,81.64
EUR,Europe,SWE,Sweden,2000,Female,FMLE,81.79
EUR,Europe,ITA,Italy,2000,Female,FMLE,82.15
WPR,Western Pacific,AUS,Australia,2000,Female,FMLE,82.24
EUR,Europe,CHE,Switzerland,2000,Female,FMLE,82.35
EUR,Europe,ESP,Spain,2000,Female,FMLE,82.48
EUR,Europe,FRA,France,2000,Female,FMLE,82.52
WPR,Western Pacific,JPN,Japan,2000,Female,FMLE,84.37
AFR,Africa,CAF,Central African Republic,2000,Male,MLE,10.15
AFR,Africa,BWA,Botswana,2000,Male,MLE,10.39
AFR,Africa,LSO,Lesotho,2000,Male,MLE,10.99
AFR,Africa,SWZ,Eswatini,2000,Male,MLE,11.18
WPR,Western Pacific,KIR,Kiribati,2000,Male,MLE,11.28
EMR,Eastern Mediterranean,SOM,Somalia,2000,Male,MLE,11.56
AFR,Africa,ZMB,Zambia,2000,Male,MLE,11.59
AFR,Africa,ERI,Eritrea,2000,Male,MLE,11.7
AFR,Africa,ZWE,Zimbabwe,2000,Male,MLE,11.71
AFR,Africa,BDI,Burundi,2000,Male,MLE,11.77
AFR,Africa,CAF,Central African Republic,2000,Both sexes,BTSX,11.77
AFR,Africa,RWA,Rwanda,2000,Male,MLE,11.82
WPR,Western Pacific,MNG,Mongolia,2000,Male,MLE,12
AFR,Africa,GNB,Guinea-Bissau,2000,Male,MLE,12.08
AFR,Africa,MWI,Malawi,2000,Male,MLE,12.23
EUR,Europe,KAZ,Kazakhstan,2000,Male,MLE,12.34
AFR,Africa,UGA,Uganda,2000,Male,MLE,12.49
WPR,Western Pacific,KIR,Kiribati,2000,Both sexes,BTSX,12.56
AFR,Africa,NAM,Namibia,2000,Male,MLE,12.71
AFR,Africa,COG,Congo,2000,Male,MLE,12.78
AFR,Africa,AGO,Angola,2000,Male,MLE,12.82
AFR,Africa,CIV,Côte d’Ivoire,2000,Male,MLE,12.91
AFR,Africa,BWA,Botswana,2000,Both sexes,BTSX,12.92
AFR,Africa,BDI,Burundi,2000,Both sexes,BTSX,12.97
EMR,Eastern Mediterranean,SOM,Somalia,2000,Both sexes,BTSX,13.07
AFR,Africa,MOZ,Mozambique,2000,Male,MLE,13.13
AFR,Africa,ZMB,Zambia,2000,Both sexes,BTSX,13.2
AFR,Africa,COD,Democratic Republic of the Congo,2000,Male,MLE,13.28
EUR,Europe,RUS,Russian Federation,2000,Male,MLE,13.29
WPR,Western Pacific,FJI,Fiji,2000,Male,MLE,13.31
AFR,Africa,CAF,Central African Republic,2000,Female,FMLE,13.37
AFR,Africa,RWA,Rwanda,2000,Both sexes,BTSX,13.37
AFR,Africa,GAB,Gabon,2000,Male,MLE,13.41
AFR,Africa,ETH,Ethiopia,2000,Male,MLE,13.42
WPR,Western Pacific,MNG,Mongolia,2000,Both sexes,BTSX,13.42
AFR,Africa,ERI,Eritrea,2000,Both sexes,BTSX,13.51
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2000,Male,MLE,13.53
AFR,Africa,SWZ,Eswatini,2000,Both sexes,BTSX,13.58
EMR,Eastern Mediterranean,AFG,Afghanistan,2000,Male,MLE,13.63
WPR,Western Pacific,KIR,Kiribati,2000,Female,FMLE,13.65
WPR,Western Pacific,SLB,Solomon Islands,2000,Male,MLE,13.67
AFR,Africa,CMR,Cameroon,2000,Male,MLE,13.68
AFR,Africa,TCD,Chad,2000,Male,MLE,13.75
WPR,Western Pacific,FSM,Micronesia (Federated States of),2000,Male,MLE,13.75
SEAR,South-East Asia,MMR,Myanmar,2000,Male,MLE,13.81
AFR,Africa,GNB,Guinea-Bissau,2000,Both sexes,BTSX,13.83
AFR,Africa,COG,Congo,2000,Both sexes,BTSX,13.87
EMR,Eastern Mediterranean,AFG,Afghanistan,2000,Both sexes,BTSX,13.92
AFR,Africa,LSO,Lesotho,2000,Both sexes,BTSX,13.95
AFR,Africa,MWI,Malawi,2000,Both sexes,BTSX,13.96
AFR,Africa,GNQ,Equatorial Guinea,2000,Male,MLE,14
EUR,Europe,MDA,Republic of Moldova,2000,Male,MLE,14
AFR,Africa,BDI,Burundi,2000,Female,FMLE,14.03
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2000,Male,MLE,14.04
EUR,Europe,UKR,Ukraine,2000,Male,MLE,14.04
AFR,Africa,TGO,Togo,2000,Male,MLE,14.05
EUR,Europe,BLR,Belarus,2000,Male,MLE,14.07
AFR,Africa,BFA,Burkina Faso,2000,Male,MLE,14.1
AFR,Africa,ETH,Ethiopia,2000,Both sexes,BTSX,14.15
WPR,Western Pacific,VUT,Vanuatu,2000,Male,MLE,14.2
EMR,Eastern Mediterranean,AFG,Afghanistan,2000,Female,FMLE,14.21
AFR,Africa,SLE,Sierra Leone,2000,Male,MLE,14.34
AFR,Africa,TZA,United Republic of Tanzania,2000,Male,MLE,14.34
AFR,Africa,ZAF,South Africa,2000,Male,MLE,14.4
WPR,Western Pacific,KHM,Cambodia,2000,Male,MLE,14.41
EUR,Europe,TKM,Turkmenistan,2000,Male,MLE,14.41
AFR,Africa,ZWE,Zimbabwe,2000,Both sexes,BTSX,14.41
AFR,Africa,AGO,Angola,2000,Both sexes,BTSX,14.42
WPR,Western Pacific,SLB,Solomon Islands,2000,Both sexes,BTSX,14.42
EMR,Eastern Mediterranean,BHR,Bahrain,2000,Male,MLE,14.46
AFR,Africa,BEN,Benin,2000,Male,MLE,14.49
AFR,Africa,CIV,Côte d’Ivoire,2000,Both sexes,BTSX,14.5
AFR,Africa,KEN,Kenya,2000,Male,MLE,14.52
AFR,Africa,MDG,Madagascar,2000,Male,MLE,14.6
AMR,Americas,GUY,Guyana,2000,Male,MLE,14.61
WPR,Western Pacific,FSM,Micronesia (Federated States of),2000,Both sexes,BTSX,14.63
AFR,Africa,NAM,Namibia,2000,Both sexes,BTSX,14.64
AFR,Africa,UGA,Uganda,2000,Both sexes,BTSX,14.66
WPR,Western Pacific,FJI,Fiji,2000,Both sexes,BTSX,14.7
AFR,Africa,ZMB,Zambia,2000,Female,FMLE,14.7
AFR,Africa,COG,Congo,2000,Female,FMLE,14.73
EMR,Eastern Mediterranean,SOM,Somalia,2000,Female,FMLE,14.74
